shock_id,date,county,policy_name,policy_type,primary_topic,ideology_score,direction,enforcement_channel,behavioral_channel,severity,mandates_vs_guidance,extensive_margin_direction,intensive_margin_direction,summary,filename,nearest_external_shock_id,nearest_external_shock_name,nearest_external_shock_date,days_from_external_shock,external_shock_match_type
santa_clara_county_bend_the_arc_reforms_update,2022-05-31,Santa Clara County,Bend the Arc Reforms Update,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document presents a comprehensive update on the Santa Clara County DA's 'Bend the Arc' reform initiative, which implements sweeping changes designed to address racial disparities in the criminal justice system. The reforms span both who enters the system (expanded diversion, revised charging standards, elimination of certain prosecutions) and how people are treated within it (ending death penalty, eliminating cash bail support, automatic expungements). Every reform is explicitly framed through a racial justice lens, representing a fundamental shift from traditional prosecutorial approaches toward progressive, equity-focused criminal justice policies. The document demonstrates a clear ideological commitment to reducing incarceration and addressing systemic racism rather than maximizing punishment.",Santa Clara County_Bend the Arc Reforms Update.pdf,,,,,
sacramento_county_ab_2542_training,2022-07-11,Sacramento County,AB 2542 Training,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This comprehensive training document implements California's Racial Justice Act (AB 2542) within Sacramento County's prosecutor's office, mandating significant changes to prosecutorial practices to eliminate racial bias. The training covers prohibited language, required statistical monitoring for disparities, and extensive remedies including charge reduction and sentence vacation for violations. The document represents a fundamental shift toward progressive prosecutorial practices, emphasizing equity, implicit bias recognition, and systemic reform while maintaining law enforcement functions. The mandatory nature and comprehensive scope indicate this reflects a major office-wide policy transformation prioritizing racial justice in prosecutorial decision-making.",Sacramento County_AB 2542 Training.pdf,,,,,
2022_10_17_pgs_827_850_voir_dire_in_light_of_ab_3070_redacted_secured,2022-10-17,Orange County,2022.10.17 PGS. 827-850 Voir Dire in light of AB 3070-REDACTED SECURED,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document explains AB 3070, a California law that significantly reforms peremptory challenge procedures to combat racial bias in jury selection. The law eliminates the requirement to prove intentional discrimination, creates extensive lists of presumptively invalid reasons for challenging jurors, and establishes new standards that make it much harder for prosecutors to exclude members of protected classes from juries. This represents a major progressive criminal justice reform focused on addressing both conscious and unconscious bias in the jury selection process.",2022.10.17 PGS. 827-850 Voir Dire in light of AB 3070-REDACTED SECURED.pdf,,,,,
2023_sacramento_county_sicuro_data_analytics_contract_appendix,2023-01-01,Sacramento County,Sicuro Data Analytics Contract Appendix,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This contract between Sacramento County DA's office and Sicuro Data Analytics establishes a comprehensive three-phase analysis to identify racial disparities in prosecutorial charging and sentencing decisions in compliance with California's Racial Justice Act. The analysis will examine whether similarly situated defendants of different races receive disparate treatment in charging decisions and case outcomes. The contract demonstrates a proactive progressive approach to addressing potential prosecutorial bias through statistical analysis, public transparency dashboards, and systematic identification of outlier practices that deviate from office-wide norms.",2023_Sacramento County_Sicuro Data Analytics Contract Appendix.pdf,,,,,
2023_merced_county_exhibit_b_rja_training,2023-01-01,Merced County,Exhibit B RJA training,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training document educates prosecutors about California's Racial Justice Act, which allows defendants to challenge convictions based on racial bias or discrimination. The training explains four pathways for proving RJA violations, discovery procedures, and remedies that include reducing charges, dismissing enhancements, and modifying sentences. While providing some guidance on defending against RJA motions, the document primarily focuses on implementing a law designed to address racial disparities in charging and sentencing practices. The training represents a significant policy shift toward recognizing and remedying both explicit and implicit racial bias in the criminal justice system.",2023_Merced County_Exhibit B RJA training.PDF,,,,,
2021_01_san_bernardino_county_crja_2020_ab_2542,2025-01-21,San Bernardino County,2021.01 San Bernardino County CRJA 2020 (AB 2542),internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document is a judicial training memorandum explaining California's Racial Justice Act of 2020, which creates new legal mechanisms to challenge criminal convictions and sentences based on racial bias. The Act allows defendants to use statistical evidence to prove discriminatory treatment in charging and sentencing decisions, explicitly addressing both intentional and implicit bias. It represents a significant progressive reform that provides mandatory remedies including case dismissal, resentencing, or sentence reduction when racial bias is established, fundamentally changing how racial discrimination claims are evaluated in California's criminal justice system.",2021.01_San Bernardino County_CRJA 2020 (AB 2542).pdf,,,,,
2021_01_marin_county_ab_2542_couzens_on_rja_final,2025-01-21,Marin County,2021.01 Marin County AB 2542-COUZENS ON RJA (FINAL),internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document is a comprehensive training manual for implementing California's Racial Justice Act of 2020, which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. The Act represents a progressive shift by allowing statistical evidence alone to establish discrimination, addressing both explicit and implicit bias, and providing meaningful remedies including case dismissal and resentencing. The legislation fundamentally changes how racial bias challenges are evaluated in criminal cases, moving away from requiring proof of intentional discrimination to accepting aggregate data showing disparate treatment of similarly situated defendants.",2021.01_Marin County_AB 2542-COUZENS ON RJA (FINAL).pdf,,,,,
2021_01_orange_county_da_training_bulletin_ab_2542,2025-01-21,Orange County,2021.01 Orange County DA Training Bulletin (AB 2542),internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This training bulletin explains California's Racial Justice Act (AB 2542), which prohibits seeking convictions or sentences based on race, ethnicity, or national origin. The law creates comprehensive procedures for defendants to challenge prosecutorial decisions using statistical evidence of racial disparities, establishes new discovery obligations for prosecutors, and provides remedies including charge reductions, sentence vacation, and death penalty ineligibility. While presented as neutral training material, the document reflects implementation of significant progressive criminal justice reforms aimed at addressing systemic racial bias in prosecutorial decision-making.",2021.01_Orange County_DA Training Bulletin (AB 2542).pdf,,,,,
2019_03_yolo_county_addiction_intervention_court_guidelines,2025-03-19,Yolo County,2019.03 Yolo County Addiction Intervention Court Guidelines,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,more_lenient,"This document establishes the Yolo County Addiction Intervention Court, a comprehensive diversion program for up to 30 adult offenders whose crimes are primarily motivated by substance abuse. The program represents a clearly progressive prosecutorial approach, emphasizing treatment over punishment through a collaborative team model that includes behavioral health professionals, graduated rewards over sanctions, and individualized treatment plans. The policy creates significant opportunities for defendants to avoid traditional prosecution through deferred entry of judgment and focuses on addressing root causes of criminal behavior while measuring success through positive life outcomes like employment and family reunification rather than solely criminal justice metrics.",2019.03_Yolo County_Addiction Intervention Court Guidelines.pdf,,,,,
2019_04_sacramento_county_collaborative_courts_how_to_guide,2025-04-19,Sacramento County,2019.04 Sacramento County Collaborative Courts-How to Guide,internal_directive,diversion,2.0,progressive,diversion,quality_of_life_enforcement,significant,mandatory,more_lenient,more_lenient,"This comprehensive procedural manual establishes seven specialized treatment courts (Mental Health, Veterans, Drug, Reentry, DUI, ReSET, and Proposition 36) that provide alternatives to traditional prosecution for defendants with underlying issues like mental illness, substance abuse, and military trauma. The document reflects a clearly progressive prosecutorial philosophy that prioritizes treatment, rehabilitation, and addressing root causes of criminal behavior over punishment. Most programs offer case dismissal upon successful completion, demonstrating significant impact on both who enters the traditional criminal justice system and how those who do are ultimately treated.",2019.04_Sacramento County_Collaborative Courts-How to Guide.pdf,,,,,
2021_06_yolo_county_ab_2542_racial_justice_act,2025-06-21,Yolo County,2021.06 Yolo County AB 2542 - Racial Justice Act,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This document is a comprehensive judicial training manual explaining California's Racial Justice Act (AB 2542), which fundamentally transforms how racial bias claims are handled in criminal cases. The Act allows defendants to challenge convictions and sentences using statistical evidence of racial disparities without proving intentional discrimination, representing a major shift toward progressive criminal justice reform. The document details extensive procedural mechanisms and remedies, including case dismissal and sentence reduction, that significantly constrain prosecutorial discretion in both charging and sentencing decisions. This reflects a clearly progressive ideological orientation prioritizing racial justice and systemic bias remediation over traditional prosecutorial approaches.",2021.06_Yolo County_AB 2542 - Racial Justice Act.pdf,,,,,
2014_11_orange_county_a_prosecutor_s_guide_for_advancing_racial_equity,2025-11-14,Orange County,2014.11 Orange County A Prosecutor's Guide for Advancing Racial Equity,internal_directive,racial_justice,2.0,progressive,charging,public_safety_perception,moderate,strong_guidance,more_lenient,more_lenient,"This document is a comprehensive guide produced by the Vera Institute of Justice to help prosecutors identify and eliminate racial disparities in their offices through data analysis and evidence-based reforms. It provides detailed methodology for partnering with researchers to examine prosecutorial decision-making at key discretion points, with case studies showing how offices in Milwaukee, Mecklenburg County, and Manhattan used these tools to implement policy changes that reduced racial disparities. The guide represents a clearly progressive approach to prosecution, emphasizing transparency, community engagement, and systematic reform to achieve racial equity in criminal justice outcomes.",2014.11_Orange County_A Prosecutor's Guide for Advancing Racial Equity.pdf,,,,,
2021_12_san_diego_county_da_s_office_legal_policies_guide,2025-12-21,San Diego County,2021.12 San Diego County DA's Office - Legal Policies Guide,internal_directive,administrative,2.0,progressive,charging,public_safety_perception,significant,mandatory,more_lenient,more_lenient,"This comprehensive policy manual from San Diego County DA Summer Stephan establishes a clearly progressive prosecutorial framework emphasizing diversion, alternatives to incarceration, and racial justice. The document implements significant reforms including restrictive gang enhancement policies, bail reform measures, juvenile diversion preferences, and extensive collaborative court programs. While maintaining traditional victim advocacy elements, the overall orientation strongly favors rehabilitation over punishment and includes explicit commitments to equity and reducing incarceration rates.",2021.12_San Diego County_DA's Office - Legal Policies Guide.pdf,,,,,
